-487731.2638410676	  inf
-390982.3831434370	1.98365e-01
-379610.6785179303	2.90850e-02
-375024.0955742438	1.20823e-02
-372384.7280433086	7.03786e-03
-370945.1100276443	3.86594e-03
-370114.6535200110	2.23876e-03
-369539.0859585407	1.55511e-03
-369100.0750327929	1.18800e-03
-368815.9245945236	7.69847e-04
-368618.7137821958	5.34713e-04
-368474.1506227629	3.92175e-04
-368347.4579784634	3.43830e-04
-368223.3531724479	3.36923e-04
-368135.9993253297	2.37231e-04
-368050.3205969763	2.32737e-04
-367968.8968239284	2.21230e-04
-367872.4314011003	2.62156e-04
-367760.9140418218	3.03141e-04
-367668.5610158033	2.51122e-04
-367608.0363487342	1.64617e-04
-367536.9275746323	1.93436e-04
-367465.6571426247	1.93914e-04
-367390.3179267674	2.05024e-04
-367321.7796887778	1.86554e-04
-367249.1619557064	1.97695e-04
-367184.8899509925	1.75009e-04
-367154.4752058777	8.28322e-05
